period,location,sector,sectorDescription,price,consumption,stocks,price-units,consumption-units,stocks-units
2014-Q2,CA,10,Other Industrial,86.36,327962,144544,dollars per short ton,short tons,short tons
2014-Q2,CO,10,Other Industrial,,74807,29480,dollars per short ton,short tons,short tons
2014-Q2,FL,10,Other Industrial,,164724,138528,dollars per short ton,short tons,short tons
2014-Q2,GA,10,Other Industrial,105.76,207167,104047,dollars per short ton,short tons,short tons
2014-Q2,HI,10,Other Industrial,,13113,4889,dollars per short ton,short tons,short tons
2014-Q2,IA,10,Other Industrial,46.42,764484,264220,dollars per short ton,short tons,short tons
2014-Q2,ID,10,Other Industrial,64.63,17498,209898,dollars per short ton,short tons,short tons
2014-Q2,IL,10,Other Industrial,50.38,740295,147320,dollars per short ton,short tons,short tons
2014-Q2,IN,10,Other Industrial,109.05,416770,88946,dollars per short ton,short tons,short tons
2014-Q2,KS,10,Other Industrial,,42048,22490,dollars per short ton,short tons,short tons
2014-Q2,KY,10,Other Industrial,93.56,281423,58754,dollars per short ton,short tons,short tons
2014-Q2,LA,10,Other Industrial,,41944,7298,dollars per short ton,short tons,short tons
2014-Q2,MA,10,Other Industrial,,16669,6655,dollars per short ton,short tons,short tons
2014-Q2,MD,10,Other Industrial,,169178,20604,dollars per short ton,short tons,short tons
2014-Q2,ME,10,Other Industrial,,3808,1650,dollars per short ton,short tons,short tons
2014-Q2,MI,10,Other Industrial,92.23,226633,149587,dollars per short ton,short tons,short tons
2014-Q2,MN,10,Other Industrial,63.43,322138,136483,dollars per short ton,short tons,short tons
2014-Q2,MO,10,Other Industrial,58.15,259988,84826,dollars per short ton,short tons,short tons
2014-Q2,MS,10,Other Industrial,,31278,3311,dollars per short ton,short tons,short tons
2014-Q2,MT,10,Other Industrial,60.63,33346,28205,dollars per short ton,short tons,short tons
2014-Q2,NC,10,Other Industrial,105.16,148321,17973,dollars per short ton,short tons,short tons
2014-Q2,ND,10,Other Industrial,18.47,1602664,105405,dollars per short ton,short tons,short tons
2014-Q2,NE,10,Other Industrial,35.49,284105,65436,dollars per short ton,short tons,short tons
2014-Q2,NM,10,Other Industrial,,16781,1010,dollars per short ton,short tons,short tons
2014-Q2,NV,10,Other Industrial,75.01,80553,29688,dollars per short ton,short tons,short tons
2014-Q2,NY,10,Other Industrial,106.88,147977,138524,dollars per short ton,short tons,short tons
2014-Q2,OH,10,Other Industrial,86.02,323864,74244,dollars per short ton,short tons,short tons
2014-Q2,OK,10,Other Industrial,70,172797,146979,dollars per short ton,short tons,short tons
2014-Q2,OR,10,Other Industrial,,24852,12855,dollars per short ton,short tons,short tons
2014-Q2,PA,10,Other Industrial,80.74,424341,187711,dollars per short ton,short tons,short tons
2014-Q2,SC,10,Other Industrial,105.41,134358,105395,dollars per short ton,short tons,short tons
2014-Q2,SD,10,Other Industrial,,51401,37704,dollars per short ton,short tons,short tons
2014-Q2,TN,10,Other Industrial,,595910,140446,dollars per short ton,short tons,short tons
2014-Q2,TX,10,Other Industrial,82.61,324306,268386,dollars per short ton,short tons,short tons
2014-Q2,UT,10,Other Industrial,54.08,175315,65840,dollars per short ton,short tons,short tons
2014-Q2,VA,10,Other Industrial,99.75,255608,66515,dollars per short ton,short tons,short tons
2014-Q2,WA,10,Other Industrial,,35912,8537,dollars per short ton,short tons,short tons
2014-Q2,WI,10,Other Industrial,89.88,365007,95136,dollars per short ton,short tons,short tons
2014-Q2,WV,10,Other Industrial,94.22,204508,86370,dollars per short ton,short tons,short tons
2014-Q2,WY,10,Other Industrial,46.38,378481,137235,dollars per short ton,short tons,short tons
2014-Q2,AR,2,IPP Non-CHP,,353759,,dollars per short ton,short tons,short tons
2014-Q2,CT,2,IPP Non-CHP,,25326,,dollars per short ton,short tons,short tons
2014-Q2,DE,2,IPP Non-CHP,,113223,,dollars per short ton,short tons,short tons
2014-Q2,FL,2,IPP Non-CHP,,0,,dollars per short ton,short tons,short tons
2014-Q2,IL,2,IPP Non-CHP,,10184923,,dollars per short ton,short tons,short tons
2014-Q2,IN,2,IPP Non-CHP,,7138,,dollars per short ton,short tons,short tons
2014-Q2,LA,2,IPP Non-CHP,,1914587,,dollars per short ton,short tons,short tons
2014-Q2,MA,2,IPP Non-CHP,,142479,,dollars per short ton,short tons,short tons
2014-Q2,MD,2,IPP Non-CHP,,1625584,,dollars per short ton,short tons,short tons
2014-Q2,MI,2,IPP Non-CHP,,0,,dollars per short ton,short tons,short tons
2014-Q2,MO,2,IPP Non-CHP,,1066,,dollars per short ton,short tons,short tons
2014-Q2,MS,2,IPP Non-CHP,,878700,,dollars per short ton,short tons,short tons
2014-Q2,MT,2,IPP Non-CHP,,1618686,,dollars per short ton,short tons,short tons
2014-Q2,NC,2,IPP Non-CHP,,4780,,dollars per short ton,short tons,short tons
2014-Q2,NJ,2,IPP Non-CHP,,,,dollars per short ton,short tons,short tons
2014-Q2,NV,2,IPP Non-CHP,,114995,,dollars per short ton,short tons,short tons
2014-Q2,NY,2,IPP Non-CHP,,461862,,dollars per short ton,short tons,short tons
2014-Q2,OH,2,IPP Non-CHP,,5445157,,dollars per short ton,short tons,short tons
2014-Q2,PA,2,IPP Non-CHP,,8635028,,dollars per short ton,short tons,short tons
2014-Q2,RI,2,IPP Non-CHP,,0,,dollars per short ton,short tons,short tons
2014-Q2,TX,2,IPP Non-CHP,,15237584,,dollars per short ton,short tons,short tons
2014-Q2,UT,2,IPP Non-CHP,,99682,,dollars per short ton,short tons,short tons
2014-Q2,VA,2,IPP Non-CHP,,100516,,dollars per short ton,short tons,short tons
2014-Q2,WA,2,IPP Non-CHP,,251699,,dollars per short ton,short tons,short tons
2014-Q2,WI,2,IPP Non-CHP,,0,,dollars per short ton,short tons,short tons
2014-Q2,WV,2,IPP Non-CHP,,1197745,,dollars per short ton,short tons,short tons
2014-Q2,WY,2,IPP Non-CHP,,138434,,dollars per short ton,short tons,short tons
2014-Q2,AK,3,IPP CHP,,54604,,dollars per short ton,short tons,short tons
2014-Q2,AL,3,IPP CHP,,0,,dollars per short ton,short tons,short tons
2014-Q2,CA,3,IPP CHP,,99239,,dollars per short ton,short tons,short tons
2014-Q2,CO,3,IPP CHP,,37139,,dollars per short ton,short tons,short tons
2014-Q2,DE,3,IPP CHP,,0,,dollars per short ton,short tons,short tons
2014-Q2,FL,3,IPP CHP,,270881,,dollars per short ton,short tons,short tons
2014-Q2,HI,3,IPP CHP,,191444,,dollars per short ton,short tons,short tons
2014-Q2,IN,3,IPP CHP,,600062,,dollars per short ton,short tons,short tons
2014-Q2,MD,3,IPP CHP,,113557,,dollars per short ton,short tons,short tons
2014-Q2,ME,3,IPP CHP,,14553,,dollars per short ton,short tons,short tons
2014-Q2,MI,3,IPP CHP,,53312,,dollars per short ton,short tons,short tons
2014-Q2,MO,3,IPP CHP,,32092,,dollars per short ton,short tons,short tons
2014-Q2,NC,3,IPP CHP,,66021,,dollars per short ton,short tons,short tons
2014-Q2,NJ,3,IPP CHP,,199976,,dollars per short ton,short tons,short tons
2014-Q2,OH,3,IPP CHP,,0,,dollars per short ton,short tons,short tons
2014-Q2,OK,3,IPP CHP,,320241,,dollars per short ton,short tons,short tons
2014-Q2,PA,3,IPP CHP,,1070388,,dollars per short ton,short tons,short tons
2014-Q2,VA,3,IPP CHP,,99724,,dollars per short ton,short tons,short tons
2014-Q2,WI,3,IPP CHP,,0,,dollars per short ton,short tons,short tons
2014-Q2,WV,3,IPP CHP,,104572,,dollars per short ton,short tons,short tons
2014-Q2,AK,8,Commercial and Institutional,73.38,118553,115127,dollars per short ton,short tons,short tons
2014-Q2,CO,8,Commercial and Institutional,,1952,247,dollars per short ton,short tons,short tons
2014-Q2,GA,8,Commercial and Institutional,,,2824,dollars per short ton,short tons,short tons
2014-Q2,IA,8,Commercial and Institutional,,48259,41249,dollars per short ton,short tons,short tons
2014-Q2,ID,8,Commercial and Institutional,,96,110,dollars per short ton,short tons,short tons
2014-Q2,IL,8,Commercial and Institutional,56.36,22042,19942,dollars per short ton,short tons,short tons
2014-Q2,IN,8,Commercial and Institutional,,24150,47961,dollars per short ton,short tons,short tons
2014-Q2,KY,8,Commercial and Institutional,,2972,10575,dollars per short ton,short tons,short tons
2014-Q2,MD,8,Commercial and Institutional,,2922,14512,dollars per short ton,short tons,short tons
2014-Q2,MI,8,Commercial and Institutional,,17890,22835,dollars per short ton,short tons,short tons
2014-Q2,MN,8,Commercial and Institutional,,638,8082,dollars per short ton,short tons,short tons
2014-Q2,MO,8,Commercial and Institutional,,14833,3794,dollars per short ton,short tons,short tons
2014-Q2,MT,8,Commercial and Institutional,,290,4855,dollars per short ton,short tons,short tons
2014-Q2,NC,8,Commercial and Institutional,,30392,28420,dollars per short ton,short tons,short tons
2014-Q2,ND,8,Commercial and Institutional,,11818,5305,dollars per short ton,short tons,short tons
2014-Q2,OH,8,Commercial and Institutional,115.44,19580,15682,dollars per short ton,short tons,short tons
2014-Q2,PA,8,Commercial and Institutional,113.65,20822,52361,dollars per short ton,short tons,short tons
2014-Q2,SC,8,Commercial and Institutional,,,194,dollars per short ton,short tons,short tons
2014-Q2,TN,8,Commercial and Institutional,,13972,5556,dollars per short ton,short tons,short tons
2014-Q2,TX,8,Commercial and Institutional,,1617,4997,dollars per short ton,short tons,short tons
2014-Q2,VA,8,Commercial and Institutional,90.98,14780,16149,dollars per short ton,short tons,short tons
2014-Q2,WI,8,Commercial and Institutional,,244,4765,dollars per short ton,short tons,short tons
2014-Q2,WY,8,Commercial and Institutional,,4399,100,dollars per short ton,short tons,short tons
2014-Q2,AL,9,Coke Plants,,380763,174217,dollars per short ton,short tons,short tons
2014-Q2,IL,9,Coke Plants,,385273,192865,dollars per short ton,short tons,short tons
2014-Q2,IN,9,Coke Plants,,1115864,363338,dollars per short ton,short tons,short tons
2014-Q2,MI,9,Coke Plants,,324586,209099,dollars per short ton,short tons,short tons
2014-Q2,NY,9,Coke Plants,,30150,19300,dollars per short ton,short tons,short tons
2014-Q2,OH,9,Coke Plants,119.06,918905,365044,dollars per short ton,short tons,short tons
2014-Q2,PA,9,Coke Plants,,1568725,527401,dollars per short ton,short tons,short tons
2014-Q2,VA,9,Coke Plants,,258186,,dollars per short ton,short tons,short tons
2014-Q2,WV,9,Coke Plants,,191220,85757,dollars per short ton,short tons,short tons
2014-Q2,AK,94,Independent Power Producers,0,54604,,dollars per short ton,short tons,short tons
2014-Q2,AL,94,Independent Power Producers,0,0,,dollars per short ton,short tons,short tons
2014-Q2,AR,94,Independent Power Producers,,353759,,dollars per short ton,short tons,short tons
2014-Q2,CA,94,Independent Power Producers,,99239,,dollars per short ton,short tons,short tons
2014-Q2,CO,94,Independent Power Producers,0,37139,,dollars per short ton,short tons,short tons
2014-Q2,CT,94,Independent Power Producers,,25326,,dollars per short ton,short tons,short tons
2014-Q2,DE,94,Independent Power Producers,,113223,,dollars per short ton,short tons,short tons
2014-Q2,FL,94,Independent Power Producers,,270881,,dollars per short ton,short tons,short tons
2014-Q2,HI,94,Independent Power Producers,,191444,,dollars per short ton,short tons,short tons
2014-Q2,IL,94,Independent Power Producers,,10184923,,dollars per short ton,short tons,short tons
2014-Q2,IN,94,Independent Power Producers,,607200,,dollars per short ton,short tons,short tons
2014-Q2,LA,94,Independent Power Producers,,1914587,,dollars per short ton,short tons,short tons
2014-Q2,MA,94,Independent Power Producers,,142479,,dollars per short ton,short tons,short tons
2014-Q2,MD,94,Independent Power Producers,76.04,1739141,,dollars per short ton,short tons,short tons
2014-Q2,ME,94,Independent Power Producers,,14553,,dollars per short ton,short tons,short tons
2014-Q2,MI,94,Independent Power Producers,,53312,,dollars per short ton,short tons,short tons
2014-Q2,MO,94,Independent Power Producers,0,33158,,dollars per short ton,short tons,short tons
2014-Q2,MS,94,Independent Power Producers,,878700,,dollars per short ton,short tons,short tons
2014-Q2,MT,94,Independent Power Producers,,1618686,,dollars per short ton,short tons,short tons
2014-Q2,NC,94,Independent Power Producers,76.55,70801,,dollars per short ton,short tons,short tons
2014-Q2,NJ,94,Independent Power Producers,97.92,207510,,dollars per short ton,short tons,short tons
2014-Q2,NV,94,Independent Power Producers,,114995,,dollars per short ton,short tons,short tons
2014-Q2,NY,94,Independent Power Producers,68.15,461862,,dollars per short ton,short tons,short tons
2014-Q2,OH,94,Independent Power Producers,,5445157,,dollars per short ton,short tons,short tons
2014-Q2,OK,94,Independent Power Producers,,320241,,dollars per short ton,short tons,short tons
2014-Q2,PA,94,Independent Power Producers,54.09,9705416,,dollars per short ton,short tons,short tons
2014-Q2,RI,94,Independent Power Producers,,0,,dollars per short ton,short tons,short tons
2014-Q2,TX,94,Independent Power Producers,28.76,15237584,,dollars per short ton,short tons,short tons
2014-Q2,UT,94,Independent Power Producers,0,99682,,dollars per short ton,short tons,short tons
2014-Q2,VA,94,Independent Power Producers,99.41,200240,,dollars per short ton,short tons,short tons
2014-Q2,WA,94,Independent Power Producers,,251699,,dollars per short ton,short tons,short tons
2014-Q2,WI,94,Independent Power Producers,0,0,,dollars per short ton,short tons,short tons
2014-Q2,WV,94,Independent Power Producers,46.7,1302317,,dollars per short ton,short tons,short tons
2014-Q2,WY,94,Independent Power Producers,,138434,,dollars per short ton,short tons,short tons
2014-Q2,AK,98,Electric Power,0,157105,,dollars per short ton,short tons,short tons
2014-Q2,AL,98,Electric Power,57.19,5945855,,dollars per short ton,short tons,short tons
2014-Q2,AR,98,Electric Power,,4766607,,dollars per short ton,short tons,short tons
2014-Q2,AZ,98,Electric Power,41.14,5433606,,dollars per short ton,short tons,short tons
2014-Q2,CA,98,Electric Power,,99239,,dollars per short ton,short tons,short tons
2014-Q2,CO,98,Electric Power,36.73,4083642,,dollars per short ton,short tons,short tons
2014-Q2,CT,98,Electric Power,,25326,,dollars per short ton,short tons,short tons
2014-Q2,DE,98,Electric Power,,113223,,dollars per short ton,short tons,short tons
2014-Q2,FL,98,Electric Power,,5533244.97,,dollars per short ton,short tons,short tons
2014-Q2,GA,98,Electric Power,63.51,5885169,,dollars per short ton,short tons,short tons
2014-Q2,HI,98,Electric Power,,191444,,dollars per short ton,short tons,short tons
2014-Q2,IA,98,Electric Power,28.83,3920480,,dollars per short ton,short tons,short tons
2014-Q2,IL,98,Electric Power,,11332308,,dollars per short ton,short tons,short tons
2014-Q2,IN,98,Electric Power,,11572408.58,,dollars per short ton,short tons,short tons
2014-Q2,KS,98,Electric Power,31.45,4341261,,dollars per short ton,short tons,short tons
2014-Q2,KY,98,Electric Power,53.36,8889170,,dollars per short ton,short tons,short tons
2014-Q2,LA,98,Electric Power,,2710314,,dollars per short ton,short tons,short tons
2014-Q2,MA,98,Electric Power,,142479,,dollars per short ton,short tons,short tons
2014-Q2,MD,98,Electric Power,76.04,1739141,,dollars per short ton,short tons,short tons
2014-Q2,ME,98,Electric Power,,14553,,dollars per short ton,short tons,short tons
2014-Q2,MI,98,Electric Power,,6565669,,dollars per short ton,short tons,short tons
2014-Q2,MN,98,Electric Power,34.89,3505476,,dollars per short ton,short tons,short tons
2014-Q2,MO,98,Electric Power,35.39,10058483,,dollars per short ton,short tons,short tons
2014-Q2,MS,98,Electric Power,,1905799,,dollars per short ton,short tons,short tons
2014-Q2,MT,98,Electric Power,,1682221,,dollars per short ton,short tons,short tons
2014-Q2,NC,98,Electric Power,88.16,4404837,,dollars per short ton,short tons,short tons
2014-Q2,ND,98,Electric Power,21.38,4603314,,dollars per short ton,short tons,short tons
2014-Q2,NE,98,Electric Power,24.03,3282986,,dollars per short ton,short tons,short tons
2014-Q2,NH,98,Electric Power,104.79,20920,,dollars per short ton,short tons,short tons
2014-Q2,NJ,98,Electric Power,97.92,207510,,dollars per short ton,short tons,short tons
2014-Q2,NM,98,Electric Power,43.95,2901994,,dollars per short ton,short tons,short tons
2014-Q2,NV,98,Electric Power,,848549,,dollars per short ton,short tons,short tons
2014-Q2,NY,98,Electric Power,68.15,461862,,dollars per short ton,short tons,short tons
2014-Q2,OH,98,Electric Power,,8672993,,dollars per short ton,short tons,short tons
2014-Q2,OK,98,Electric Power,,4625066,,dollars per short ton,short tons,short tons
2014-Q2,OR,98,Electric Power,42.76,83418,,dollars per short ton,short tons,short tons
