period,location,sector,sectorDescription,price,consumption,stocks,price-units,consumption-units,stocks-units
2013-Q4,HI,98,Electric Power,,187832,,dollars per short ton,short tons,short tons
2013-Q4,IA,98,Electric Power,28.64,4348191,,dollars per short ton,short tons,short tons
2013-Q4,IL,98,Electric Power,33.36,13253199,,dollars per short ton,short tons,short tons
2013-Q4,IN,98,Electric Power,,11816210.02,,dollars per short ton,short tons,short tons
2013-Q4,KS,98,Electric Power,29.55,4361573,,dollars per short ton,short tons,short tons
2013-Q4,KY,98,Electric Power,53.69,9587711,,dollars per short ton,short tons,short tons
2013-Q4,LA,98,Electric Power,,2738521,,dollars per short ton,short tons,short tons
2013-Q4,MA,98,Electric Power,,450896,,dollars per short ton,short tons,short tons
2013-Q4,MD,98,Electric Power,82.09,1749065,,dollars per short ton,short tons,short tons
2013-Q4,ME,98,Electric Power,,11946,,dollars per short ton,short tons,short tons
2013-Q4,MI,98,Electric Power,,7973903,,dollars per short ton,short tons,short tons
2013-Q4,MN,98,Electric Power,34.79,3765716,,dollars per short ton,short tons,short tons
2013-Q4,MO,98,Electric Power,32.63,10721414,,dollars per short ton,short tons,short tons
2013-Q4,MS,98,Electric Power,,1358930,,dollars per short ton,short tons,short tons
2013-Q4,MT,98,Electric Power,,2195060,,dollars per short ton,short tons,short tons
2013-Q4,NC,98,Electric Power,93.89,4410814,,dollars per short ton,short tons,short tons
2013-Q4,ND,98,Electric Power,20.56,5593912,,dollars per short ton,short tons,short tons
2013-Q4,NE,98,Electric Power,23.57,4133455,,dollars per short ton,short tons,short tons
2013-Q4,NH,98,Electric Power,103.46,124035,,dollars per short ton,short tons,short tons
2013-Q4,NJ,98,Electric Power,101.79,214706,,dollars per short ton,short tons,short tons
2013-Q4,NM,98,Electric Power,40.9,3429177,,dollars per short ton,short tons,short tons
2013-Q4,NV,98,Electric Power,,621579,,dollars per short ton,short tons,short tons
2013-Q4,NY,98,Electric Power,67.7,455909,,dollars per short ton,short tons,short tons
2013-Q4,OH,98,Electric Power,,9756031,,dollars per short ton,short tons,short tons
2013-Q4,OK,98,Electric Power,,4745029,,dollars per short ton,short tons,short tons
2013-Q4,OR,98,Electric Power,33.18,676021,,dollars per short ton,short tons,short tons
2013-Q4,PA,98,Electric Power,56.5,8890952,,dollars per short ton,short tons,short tons
2013-Q4,SC,98,Electric Power,92.73,2523372,,dollars per short ton,short tons,short tons
2013-Q4,SD,98,Electric Power,33.33,458074,,dollars per short ton,short tons,short tons
2013-Q4,TN,98,Electric Power,47.32,3259040,,dollars per short ton,short tons,short tons
2013-Q4,TX,98,Electric Power,29.74,24752713,,dollars per short ton,short tons,short tons
2013-Q4,UT,98,Electric Power,45.33,4149721,,dollars per short ton,short tons,short tons
2013-Q4,VA,98,Electric Power,74.53,2458190,,dollars per short ton,short tons,short tons
2013-Q4,WA,98,Electric Power,,1642150,,dollars per short ton,short tons,short tons
2013-Q4,WI,98,Electric Power,42.28,5926476,,dollars per short ton,short tons,short tons
2013-Q4,WV,98,Electric Power,59.56,7826415,,dollars per short ton,short tons,short tons
2013-Q4,WY,98,Electric Power,,7228007,,dollars per short ton,short tons,short tons
2014-Q1,AK,1,Electric Utility,0,127174,,dollars per short ton,short tons,short tons
2014-Q1,AL,1,Electric Utility,54.57,6047825,,dollars per short ton,short tons,short tons
2014-Q1,AR,1,Electric Utility,41.57,4412978,,dollars per short ton,short tons,short tons
2014-Q1,AZ,1,Electric Utility,41.25,5471057,,dollars per short ton,short tons,short tons
2014-Q1,CO,1,Electric Utility,35.79,4656363,,dollars per short ton,short tons,short tons
2014-Q1,FL,1,Electric Utility,78.63,5530501.66,,dollars per short ton,short tons,short tons
2014-Q1,GA,1,Electric Utility,60.52,6352885,,dollars per short ton,short tons,short tons
2014-Q1,HI,1,Electric Utility,0,0,,dollars per short ton,short tons,short tons
2014-Q1,IA,1,Electric Utility,28.58,5274640,,dollars per short ton,short tons,short tons
2014-Q1,IL,1,Electric Utility,37.06,1665287,,dollars per short ton,short tons,short tons
2014-Q1,IN,1,Electric Utility,58.63,12875326.65,,dollars per short ton,short tons,short tons
2014-Q1,KS,1,Electric Utility,30.25,4713424,,dollars per short ton,short tons,short tons
2014-Q1,KY,1,Electric Utility,54.14,10584081,,dollars per short ton,short tons,short tons
2014-Q1,LA,1,Electric Utility,46.86,1047150,,dollars per short ton,short tons,short tons
2014-Q1,MI,1,Electric Utility,51.57,7851537,,dollars per short ton,short tons,short tons
2014-Q1,MN,1,Electric Utility,34.22,4477795,,dollars per short ton,short tons,short tons
2014-Q1,MO,1,Electric Utility,35.06,11564914,,dollars per short ton,short tons,short tons
2014-Q1,MS,1,Electric Utility,75.95,1007846,,dollars per short ton,short tons,short tons
2014-Q1,MT,1,Electric Utility,24.05,77050,,dollars per short ton,short tons,short tons
2014-Q1,NC,1,Electric Utility,90.34,6070083,,dollars per short ton,short tons,short tons
2014-Q1,ND,1,Electric Utility,19.24,6128074,,dollars per short ton,short tons,short tons
2014-Q1,NE,1,Electric Utility,23.42,3962715,,dollars per short ton,short tons,short tons
2014-Q1,NH,1,Electric Utility,118.38,383115,,dollars per short ton,short tons,short tons
2014-Q1,NJ,1,Electric Utility,0,0,,dollars per short ton,short tons,short tons
2014-Q1,NM,1,Electric Utility,42.12,2862597,,dollars per short ton,short tons,short tons
2014-Q1,NV,1,Electric Utility,52.4,770922,,dollars per short ton,short tons,short tons
2014-Q1,NY,1,Electric Utility,0,0,,dollars per short ton,short tons,short tons
2014-Q1,OH,1,Electric Utility,51.4,4621600,,dollars per short ton,short tons,short tons
2014-Q1,OK,1,Electric Utility,33.44,4575614,,dollars per short ton,short tons,short tons
2014-Q1,OR,1,Electric Utility,41.28,556232,,dollars per short ton,short tons,short tons
2014-Q1,PA,1,Electric Utility,88.07,0,,dollars per short ton,short tons,short tons
2014-Q1,SC,1,Electric Utility,92.67,3011630,,dollars per short ton,short tons,short tons
2014-Q1,SD,1,Electric Utility,35.59,494767,,dollars per short ton,short tons,short tons
2014-Q1,TN,1,Electric Utility,50.22,5098115,,dollars per short ton,short tons,short tons
2014-Q1,TX,1,Electric Utility,35.74,9349771,,dollars per short ton,short tons,short tons
2014-Q1,UT,1,Electric Utility,46.45,3638678,,dollars per short ton,short tons,short tons
2014-Q1,VA,1,Electric Utility,73.68,2686336,,dollars per short ton,short tons,short tons
2014-Q1,WI,1,Electric Utility,40.84,6003554,,dollars per short ton,short tons,short tons
2014-Q1,WV,1,Electric Utility,62.23,7306421,,dollars per short ton,short tons,short tons
2014-Q1,WY,1,Electric Utility,27.17,6763315,,dollars per short ton,short tons,short tons
2014-Q1,AK,10,Other Industrial,,282,,dollars per short ton,short tons,short tons
2014-Q1,AL,10,Other Industrial,100.11,358934,99091,dollars per short ton,short tons,short tons
2014-Q1,AR,10,Other Industrial,,56268,26463,dollars per short ton,short tons,short tons
2014-Q1,AZ,10,Other Industrial,,58238,46532,dollars per short ton,short tons,short tons
2014-Q1,CA,10,Other Industrial,88.24,328815,133790,dollars per short ton,short tons,short tons
2014-Q1,CO,10,Other Industrial,58.29,87129,27162,dollars per short ton,short tons,short tons
2014-Q1,FL,10,Other Industrial,,157810,75982,dollars per short ton,short tons,short tons
2014-Q1,GA,10,Other Industrial,113.72,232853,93653,dollars per short ton,short tons,short tons
2014-Q1,HI,10,Other Industrial,,21387,18002,dollars per short ton,short tons,short tons
2014-Q1,IA,10,Other Industrial,46.39,841389,294811,dollars per short ton,short tons,short tons
2014-Q1,ID,10,Other Industrial,,125176,161890,dollars per short ton,short tons,short tons
2014-Q1,IL,10,Other Industrial,48.21,823045,108948,dollars per short ton,short tons,short tons
2014-Q1,IN,10,Other Industrial,91.32,581521,81609,dollars per short ton,short tons,short tons
2014-Q1,KS,10,Other Industrial,,14384,36186,dollars per short ton,short tons,short tons
2014-Q1,KY,10,Other Industrial,96.73,260712,61558,dollars per short ton,short tons,short tons
2014-Q1,LA,10,Other Industrial,,42733,10236,dollars per short ton,short tons,short tons
2014-Q1,MA,10,Other Industrial,,14387,6191,dollars per short ton,short tons,short tons
2014-Q1,MD,10,Other Industrial,,168803,16444,dollars per short ton,short tons,short tons
2014-Q1,ME,10,Other Industrial,,15806,2000,dollars per short ton,short tons,short tons
2014-Q1,MI,10,Other Industrial,98.3,321572,141374,dollars per short ton,short tons,short tons
2014-Q1,MN,10,Other Industrial,68.66,362827,223575,dollars per short ton,short tons,short tons
2014-Q1,MO,10,Other Industrial,63.71,267093,63735,dollars per short ton,short tons,short tons
2014-Q1,MS,10,Other Industrial,,20677,4835,dollars per short ton,short tons,short tons
2014-Q1,MT,10,Other Industrial,,70096,24311,dollars per short ton,short tons,short tons
2014-Q1,NC,10,Other Industrial,105.19,159271,21722,dollars per short ton,short tons,short tons
2014-Q1,ND,10,Other Industrial,19.36,1788278,55800,dollars per short ton,short tons,short tons
2014-Q1,NE,10,Other Industrial,28.16,312254,63554,dollars per short ton,short tons,short tons
2014-Q1,NM,10,Other Industrial,,10898,2213,dollars per short ton,short tons,short tons
2014-Q1,NV,10,Other Industrial,70.65,74565,28682,dollars per short ton,short tons,short tons
2014-Q1,NY,10,Other Industrial,104.09,136697,112508,dollars per short ton,short tons,short tons
2014-Q1,OH,10,Other Industrial,91.12,348670,66133,dollars per short ton,short tons,short tons
2014-Q1,OK,10,Other Industrial,64.33,157773,155142,dollars per short ton,short tons,short tons
2014-Q1,OR,10,Other Industrial,,23333,10374,dollars per short ton,short tons,short tons
2014-Q1,PA,10,Other Industrial,81.73,352774,177964,dollars per short ton,short tons,short tons
2014-Q1,SC,10,Other Industrial,112.72,157816,90649,dollars per short ton,short tons,short tons
2014-Q1,SD,10,Other Industrial,,52859,30858,dollars per short ton,short tons,short tons
2014-Q1,TN,10,Other Industrial,,568010,206995,dollars per short ton,short tons,short tons
2014-Q1,TX,10,Other Industrial,77.76,312982,272775,dollars per short ton,short tons,short tons
2014-Q1,UT,10,Other Industrial,50.75,102564,52262,dollars per short ton,short tons,short tons
2014-Q1,VA,10,Other Industrial,102.28,295655,59623,dollars per short ton,short tons,short tons
2014-Q1,WA,10,Other Industrial,,38546,7910,dollars per short ton,short tons,short tons
2014-Q1,WI,10,Other Industrial,89.35,422082,134018,dollars per short ton,short tons,short tons
2014-Q1,WV,10,Other Industrial,96.7,212947,81587,dollars per short ton,short tons,short tons
2014-Q1,WY,10,Other Industrial,45.83,421583,144423,dollars per short ton,short tons,short tons
2014-Q1,AR,2,IPP Non-CHP,,779137,,dollars per short ton,short tons,short tons
2014-Q1,CT,2,IPP Non-CHP,,360920,,dollars per short ton,short tons,short tons
2014-Q1,DE,2,IPP Non-CHP,,221271,,dollars per short ton,short tons,short tons
2014-Q1,FL,2,IPP Non-CHP,,0,,dollars per short ton,short tons,short tons
2014-Q1,IL,2,IPP Non-CHP,,12310200,,dollars per short ton,short tons,short tons
2014-Q1,IN,2,IPP Non-CHP,,3390,,dollars per short ton,short tons,short tons
2014-Q1,LA,2,IPP Non-CHP,,1922162,,dollars per short ton,short tons,short tons
2014-Q1,MA,2,IPP Non-CHP,,816487,,dollars per short ton,short tons,short tons
2014-Q1,MD,2,IPP Non-CHP,,2550032,,dollars per short ton,short tons,short tons
2014-Q1,MI,2,IPP Non-CHP,,1006,,dollars per short ton,short tons,short tons
2014-Q1,MO,2,IPP Non-CHP,,2044,,dollars per short ton,short tons,short tons
2014-Q1,MS,2,IPP Non-CHP,,598228,,dollars per short ton,short tons,short tons
2014-Q1,MT,2,IPP Non-CHP,,2465023,,dollars per short ton,short tons,short tons
2014-Q1,NC,2,IPP Non-CHP,,4027,,dollars per short ton,short tons,short tons
2014-Q1,NJ,2,IPP Non-CHP,,248610,,dollars per short ton,short tons,short tons
2014-Q1,NV,2,IPP Non-CHP,,248810,,dollars per short ton,short tons,short tons
2014-Q1,NY,2,IPP Non-CHP,,1087076,,dollars per short ton,short tons,short tons
2014-Q1,OH,2,IPP Non-CHP,,6842590,,dollars per short ton,short tons,short tons
2014-Q1,PA,2,IPP Non-CHP,,10304361,,dollars per short ton,short tons,short tons
2014-Q1,RI,2,IPP Non-CHP,,0,,dollars per short ton,short tons,short tons
2014-Q1,TX,2,IPP Non-CHP,,15564562,,dollars per short ton,short tons,short tons
2014-Q1,UT,2,IPP Non-CHP,,123498,,dollars per short ton,short tons,short tons
2014-Q1,VA,2,IPP Non-CHP,,191292,,dollars per short ton,short tons,short tons
2014-Q1,WA,2,IPP Non-CHP,,1422809,,dollars per short ton,short tons,short tons
2014-Q1,WI,2,IPP Non-CHP,,0,,dollars per short ton,short tons,short tons
2014-Q1,WV,2,IPP Non-CHP,,1656321,,dollars per short ton,short tons,short tons
2014-Q1,WY,2,IPP Non-CHP,,139147,,dollars per short ton,short tons,short tons
2014-Q1,AK,3,IPP CHP,,63710,,dollars per short ton,short tons,short tons
2014-Q1,AL,3,IPP CHP,,0,,dollars per short ton,short tons,short tons
2014-Q1,CA,3,IPP CHP,,29661,,dollars per short ton,short tons,short tons
2014-Q1,CO,3,IPP CHP,,39955,,dollars per short ton,short tons,short tons
2014-Q1,DE,3,IPP CHP,,0,,dollars per short ton,short tons,short tons
2014-Q1,FL,3,IPP CHP,,86920,,dollars per short ton,short tons,short tons
2014-Q1,HI,3,IPP CHP,,173568,,dollars per short ton,short tons,short tons
2014-Q1,IN,3,IPP CHP,,714300,,dollars per short ton,short tons,short tons
2014-Q1,MD,3,IPP CHP,,193856,,dollars per short ton,short tons,short tons
2014-Q1,ME,3,IPP CHP,,24323,,dollars per short ton,short tons,short tons
2014-Q1,MI,3,IPP CHP,,60015,,dollars per short ton,short tons,short tons
2014-Q1,MO,3,IPP CHP,,37461,,dollars per short ton,short tons,short tons
2014-Q1,NC,3,IPP CHP,,234023,,dollars per short ton,short tons,short tons
2014-Q1,NJ,3,IPP CHP,,294625,,dollars per short ton,short tons,short tons
2014-Q1,OH,3,IPP CHP,,0,,dollars per short ton,short tons,short tons
2014-Q1,OK,3,IPP CHP,,227775,,dollars per short ton,short tons,short tons
2014-Q1,PA,3,IPP CHP,,1172186,,dollars per short ton,short tons,short tons
2014-Q1,VA,3,IPP CHP,,192052,,dollars per short ton,short tons,short tons
2014-Q1,WV,3,IPP CHP,,104776,,dollars per short ton,short tons,short tons
2014-Q1,AK,8,Commercial and Institutional,73.65,159746,103952,dollars per short ton,short tons,short tons
2014-Q1,CO,8,Commercial and Institutional,,2661,118,dollars per short ton,short tons,short tons
2014-Q1,GA,8,Commercial and Institutional,,1914,,dollars per short ton,short tons,short tons
2014-Q1,IA,8,Commercial and Institutional,,59551,36475,dollars per short ton,short tons,short tons
2014-Q1,ID,8,Commercial and Institutional,,1833,34,dollars per short ton,short tons,short tons
2014-Q1,IL,8,Commercial and Institutional,60.49,41800,27191,dollars per short ton,short tons,short tons
2014-Q1,IN,8,Commercial and Institutional,,54050,48446,dollars per short ton,short tons,short tons
2014-Q1,KY,8,Commercial and Institutional,,10780,11540,dollars per short ton,short tons,short tons
2014-Q1,MD,8,Commercial and Institutional,,4221,16550,dollars per short ton,short tons,short tons
2014-Q1,MI,8,Commercial and Institutional,,36696,14364,dollars per short ton,short tons,short tons
2014-Q1,MN,8,Commercial and Institutional,,7172,8204,dollars per short ton,short tons,short tons
2014-Q1,MO,8,Commercial and Institutional,,38775,4170,dollars per short ton,short tons,short tons
2014-Q1,MT,8,Commercial and Institutional,,1067,5145,dollars per short ton,short tons,short tons
2014-Q1,NC,8,Commercial and Institutional,,57477,26585,dollars per short ton,short tons,short tons
2014-Q1,ND,8,Commercial and Institutional,55.26,34136,2553,dollars per short ton,short tons,short tons
2014-Q1,OH,8,Commercial and Institutional,116.74,70585,16178,dollars per short ton,short tons,short tons
2014-Q1,PA,8,Commercial and Institutional,114.55,59444,56384,dollars per short ton,short tons,short tons
2014-Q1,SC,8,Commercial and Institutional,,,194,dollars per short ton,short tons,short tons
2014-Q1,TN,8,Commercial and Institutional,,26038,5186,dollars per short ton,short tons,short tons
2014-Q1,TX,8,Commercial and Institutional,,3365,2248,dollars per short ton,short tons,short tons
2014-Q1,VA,8,Commercial and Institutional,91.23,25376,12279,dollars per short ton,short tons,short tons
2014-Q1,WI,8,Commercial and Institutional,152.82,21538,5009,dollars per short ton,short tons,short tons
2014-Q1,WY,8,Commercial and Institutional,,8758,100,dollars per short ton,short tons,short tons
2014-Q1,AL,9,Coke Plants,,388169,190863,dollars per short ton,short tons,short tons
2014-Q1,IL,9,Coke Plants,,368103,191732,dollars per short ton,short tons,short tons
2014-Q1,IN,9,Coke Plants,,941688,310707,dollars per short ton,short tons,short tons
2014-Q1,MI,9,Coke Plants,,330898,118146,dollars per short ton,short tons,short tons
2014-Q1,NY,9,Coke Plants,,32554,15832,dollars per short ton,short tons,short tons
2014-Q1,OH,9,Coke Plants,132.34,909115,342017,dollars per short ton,short tons,short tons
2014-Q1,PA,9,Coke Plants,,1470610,528035,dollars per short ton,short tons,short tons
2014-Q1,VA,9,Coke Plants,,256514,,dollars per short ton,short tons,short tons
2014-Q1,WV,9,Coke Plants,,187861,93880,dollars per short ton,short tons,short tons
2014-Q1,AK,94,Independent Power Producers,0,63710,,dollars per short ton,short tons,short tons
2014-Q1,AL,94,Independent Power Producers,0,0,,dollars per short ton,short tons,short tons
2014-Q1,AR,94,Independent Power Producers,,779137,,dollars per short ton,short tons,short tons
2014-Q1,CA,94,Independent Power Producers,,29661,,dollars per short ton,short tons,short tons
2014-Q1,CO,94,Independent Power Producers,0,39955,,dollars per short ton,short tons,short tons
2014-Q1,CT,94,Independent Power Producers,,360920,,dollars per short ton,short tons,short tons
2014-Q1,DE,94,Independent Power Producers,,221271,,dollars per short ton,short tons,short tons
2014-Q1,FL,94,Independent Power Producers,,86920,,dollars per short ton,short tons,short tons
2014-Q1,HI,94,Independent Power Producers,,173568,,dollars per short ton,short tons,short tons
2014-Q1,IL,94,Independent Power Producers,,12310200,,dollars per short ton,short tons,short tons
2014-Q1,IN,94,Independent Power Producers,,717690,,dollars per short ton,short tons,short tons
2014-Q1,LA,94,Independent Power Producers,,1922162,,dollars per short ton,short tons,short tons
2014-Q1,MA,94,Independent Power Producers,,816487,,dollars per short ton,short tons,short tons
2014-Q1,MD,94,Independent Power Producers,75.65,2743888,,dollars per short ton,short tons,short tons
2014-Q1,ME,94,Independent Power Producers,,24323,,dollars per short ton,short tons,short tons
2014-Q1,MI,94,Independent Power Producers,,61021,,dollars per short ton,short tons,short tons
2014-Q1,MO,94,Independent Power Producers,0,39505,,dollars per short ton,short tons,short tons
2014-Q1,MS,94,Independent Power Producers,,598228,,dollars per short ton,short tons,short tons
2014-Q1,MT,94,Independent Power Producers,,2465023,,dollars per short ton,short tons,short tons
2014-Q1,NC,94,Independent Power Producers,78.09,238050,,dollars per short ton,short tons,short tons
2014-Q1,NJ,94,Independent Power Producers,97.71,543235,,dollars per short ton,short tons,short tons
2014-Q1,NV,94,Independent Power Producers,,248810,,dollars per short ton,short tons,short tons
2014-Q1,NY,94,Independent Power Producers,66,1087076,,dollars per short ton,short tons,short tons
2014-Q1,OH,94,Independent Power Producers,,6842590,,dollars per short ton,short tons,short tons
2014-Q1,OK,94,Independent Power Producers,,227775,,dollars per short ton,short tons,short tons
2014-Q1,PA,94,Independent Power Producers,58.28,11476547,,dollars per short ton,short tons,short tons
2014-Q1,RI,94,Independent Power Producers,,0,,dollars per short ton,short tons,short tons
2014-Q1,TX,94,Independent Power Producers,28.1,15564562,,dollars per short ton,short tons,short tons
2014-Q1,UT,94,Independent Power Producers,0,123498,,dollars per short ton,short tons,short tons
2014-Q1,VA,94,Independent Power Producers,,383344,,dollars per short ton,short tons,short tons
2014-Q1,WA,94,Independent Power Producers,,1422809,,dollars per short ton,short tons,short tons
2014-Q1,WI,94,Independent Power Producers,0,0,,dollars per short ton,short tons,short tons
2014-Q1,WV,94,Independent Power Producers,48.29,1761097,,dollars per short ton,short tons,short tons
2014-Q1,WY,94,Independent Power Producers,,139147,,dollars per short ton,short tons,short tons
2014-Q1,AK,98,Electric Power,0,190884,,dollars per short ton,short tons,short tons
2014-Q1,AL,98,Electric Power,54.57,6047825,,dollars per short ton,short tons,short tons
2014-Q1,AR,98,Electric Power,,5192115,,dollars per short ton,short tons,short tons
2014-Q1,AZ,98,Electric Power,41.25,5471057,,dollars per short ton,short tons,short tons
2014-Q1,CA,98,Electric Power,,29661,,dollars per short ton,short tons,short tons
2014-Q1,CO,98,Electric Power,35.79,4696318,,dollars per short ton,short tons,short tons
2014-Q1,CT,98,Electric Power,,360920,,dollars per short ton,short tons,short tons
2014-Q1,DE,98,Electric Power,,221271,,dollars per short ton,short tons,short tons
2014-Q1,FL,98,Electric Power,,5617421.66,,dollars per short ton,short tons,short tons
2014-Q1,GA,98,Electric Power,60.52,6352885,,dollars per short ton,short tons,short tons
2014-Q1,HI,98,Electric Power,,173568,,dollars per short ton,short tons,short tons
2014-Q1,IA,98,Electric Power,28.58,5274640,,dollars per short ton,short tons,short tons
2014-Q1,IL,98,Electric Power,,13975487,,dollars per short ton,short tons,short tons
2014-Q1,IN,98,Electric Power,,13593016.65,,dollars per short ton,short tons,short tons
2014-Q1,KS,98,Electric Power,30.25,4713424,,dollars per short ton,short tons,short tons
2014-Q1,KY,98,Electric Power,54.14,10584081,,dollars per short ton,short tons,short tons
2014-Q1,LA,98,Electric Power,,2969312,,dollars per short ton,short tons,short tons
2014-Q1,MA,98,Electric Power,,816487,,dollars per short ton,short tons,short tons
2014-Q1,MD,98,Electric Power,75.65,2743888,,dollars per short ton,short tons,short tons
2014-Q1,ME,98,Electric Power,,24323,,dollars per short ton,short tons,short tons
2014-Q1,MI,98,Electric Power,,7912558,,dollars per short ton,short tons,short tons
2014-Q1,MN,98,Electric Power,34.22,4477795,,dollars per short ton,short tons,short tons
2014-Q1,MO,98,Electric Power,35.06,11604419,,dollars per short ton,short tons,short tons
2014-Q1,MS,98,Electric Power,,1606074,,dollars per short ton,short tons,short tons
2014-Q1,MT,98,Electric Power,,2542073,,dollars per short ton,short tons,short tons
2014-Q1,NC,98,Electric Power,89.94,6308133,,dollars per short ton,short tons,short tons
2014-Q1,ND,98,Electric Power,19.24,6128074,,dollars per short ton,short tons,short tons
2014-Q1,NE,98,Electric Power,23.42,3962715,,dollars per short ton,short tons,short tons
2014-Q1,NH,98,Electric Power,118.38,383115,,dollars per short ton,short tons,short tons
2014-Q1,NJ,98,Electric Power,97.71,543235,,dollars per short ton,short tons,short tons
2014-Q1,NM,98,Electric Power,42.12,2862597,,dollars per short ton,short tons,short tons
2014-Q1,NV,98,Electric Power,,1019732,,dollars per short ton,short tons,short tons
2014-Q1,NY,98,Electric Power,66,1087076,,dollars per short ton,short tons,short tons
2014-Q1,OH,98,Electric Power,,11464190,,dollars per short ton,short tons,short tons
2014-Q1,OK,98,Electric Power,,4803389,,dollars per short ton,short tons,short tons
2014-Q1,OR,98,Electric Power,41.28,556232,,dollars per short ton,short tons,short tons
2014-Q1,PA,98,Electric Power,58.38,11476547,,dollars per short ton,short tons,short tons
2014-Q1,RI,98,Electric Power,,0,,dollars per short ton,short tons,short tons
2014-Q1,SC,98,Electric Power,92.67,3011630,,dollars per short ton,short tons,short tons
2014-Q1,SD,98,Electric Power,35.59,494767,,dollars per short ton,short tons,short tons
2014-Q1,TN,98,Electric Power,50.22,5098115,,dollars per short ton,short tons,short tons
2014-Q1,TX,98,Electric Power,30.8,24914333,,dollars per short ton,short tons,short tons
2014-Q1,UT,98,Electric Power,46.45,3762176,,dollars per short ton,short tons,short tons
2014-Q1,VA,98,Electric Power,,3069680,,dollars per short ton,short tons,short tons
2014-Q1,WA,98,Electric Power,,1422809,,dollars per short ton,short tons,short tons
2014-Q1,WI,98,Electric Power,40.84,6003554,,dollars per short ton,short tons,short tons
2014-Q1,WV,98,Electric Power,59.29,9067518,,dollars per short ton,short tons,short tons
2014-Q1,WY,98,Electric Power,,6902462,,dollars per short ton,short tons,short tons
2014-Q2,AK,1,Electric Utility,0,102501,,dollars per short ton,short tons,short tons
2014-Q2,AL,1,Electric Utility,57.19,5945855,,dollars per short ton,short tons,short tons
2014-Q2,AR,1,Electric Utility,41.43,4412848,,dollars per short ton,short tons,short tons
2014-Q2,AZ,1,Electric Utility,41.14,5433606,,dollars per short ton,short tons,short tons
2014-Q2,CO,1,Electric Utility,36.73,4046503,,dollars per short ton,short tons,short tons
2014-Q2,FL,1,Electric Utility,79.75,5262363.97,,dollars per short ton,short tons,short tons
2014-Q2,GA,1,Electric Utility,63.51,5885169,,dollars per short ton,short tons,short tons
2014-Q2,HI,1,Electric Utility,0,0,,dollars per short ton,short tons,short tons
2014-Q2,IA,1,Electric Utility,28.83,3920480,,dollars per short ton,short tons,short tons
2014-Q2,IL,1,Electric Utility,36.43,1147385,,dollars per short ton,short tons,short tons
2014-Q2,IN,1,Electric Utility,56.76,10965208.58,,dollars per short ton,short tons,short tons
2014-Q2,KS,1,Electric Utility,31.45,4341261,,dollars per short ton,short tons,short tons
2014-Q2,KY,1,Electric Utility,53.36,8889170,,dollars per short ton,short tons,short tons
2014-Q2,LA,1,Electric Utility,47.18,795727,,dollars per short ton,short tons,short tons
2014-Q2,MI,1,Electric Utility,49.24,6512357,,dollars per short ton,short tons,short tons
2014-Q2,MN,1,Electric Utility,34.89,3505476,,dollars per short ton,short tons,short tons
2014-Q2,MO,1,Electric Utility,35.39,10025325,,dollars per short ton,short tons,short tons
2014-Q2,MS,1,Electric Utility,70.43,1027099,,dollars per short ton,short tons,short tons
2014-Q2,MT,1,Electric Utility,32.03,63535,,dollars per short ton,short tons,short tons
2014-Q2,NC,1,Electric Utility,88.54,4334036,,dollars per short ton,short tons,short tons
2014-Q2,ND,1,Electric Utility,21.38,4603314,,dollars per short ton,short tons,short tons
2014-Q2,NE,1,Electric Utility,24.03,3282986,,dollars per short ton,short tons,short tons
2014-Q2,NH,1,Electric Utility,104.79,20920,,dollars per short ton,short tons,short tons
2014-Q2,NJ,1,Electric Utility,0,0,,dollars per short ton,short tons,short tons
2014-Q2,NM,1,Electric Utility,43.95,2901994,,dollars per short ton,short tons,short tons
2014-Q2,NV,1,Electric Utility,52.37,733554,,dollars per short ton,short tons,short tons
2014-Q2,NY,1,Electric Utility,0,0,,dollars per short ton,short tons,short tons
2014-Q2,OH,1,Electric Utility,51.26,3227836,,dollars per short ton,short tons,short tons
2014-Q2,OK,1,Electric Utility,34.12,4304825,,dollars per short ton,short tons,short tons
2014-Q2,OR,1,Electric Utility,42.76,83418,,dollars per short ton,short tons,short tons
2014-Q2,PA,1,Electric Utility,88.99,0,,dollars per short ton,short tons,short tons
2014-Q2,SC,1,Electric Utility,90.86,3087973,,dollars per short ton,short tons,short tons
2014-Q2,SD,1,Electric Utility,34.48,442302,,dollars per short ton,short tons,short tons
2014-Q2,TN,1,Electric Utility,52.61,4475269,,dollars per short ton,short tons,short tons
2014-Q2,TX,1,Electric Utility,33.89,9172606,,dollars per short ton,short tons,short tons
2014-Q2,UT,1,Electric Utility,46.22,3226155,,dollars per short ton,short tons,short tons
2014-Q2,VA,1,Electric Utility,74.68,1647659,,dollars per short ton,short tons,short tons
2014-Q2,WI,1,Electric Utility,43.85,4694781,,dollars per short ton,short tons,short tons
2014-Q2,WV,1,Electric Utility,61.82,5816063,,dollars per short ton,short tons,short tons
2014-Q2,WY,1,Electric Utility,25.93,5695756,,dollars per short ton,short tons,short tons
2014-Q2,AK,10,Other Industrial,,282,,dollars per short ton,short tons,short tons
2014-Q2,AL,10,Other Industrial,94.31,406985,107893,dollars per short ton,short tons,short tons
2014-Q2,AR,10,Other Industrial,,52054,29197,dollars per short ton,short tons,short tons
2014-Q2,AZ,10,Other Industrial,,52188,45575,dollars per short ton,short tons,short tons
